,authors,hotels,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8
52038,A TripAdvisor Member,214675,5,5,5,-1,4,-1,5,-1
52039,A TripAdvisor Member,214675,2,4,2,-1,2,-1,5,-1
52040,A TripAdvisor Member,214675,5,5,3,-1,4,-1,3,-1
52041,A TripAdvisor Member,214675,4,4,4,-1,4,-1,3,-1
52042,A TripAdvisor Member,214675,4,2,3,-1,3,-1,3,-1
52043,A TripAdvisor Member,214675,1,3,1,-1,1,-1,2,-1
52044,A TripAdvisor Member,214675,3,4,5,-1,5,-1,3,-1
52045,A TripAdvisor Member,214675,1,2,1,-1,3,-1,3,-1
52046,A TripAdvisor Member,214675,5,5,4,-1,5,-1,3,-1
52047,naven,214675,2,-1,-1,-1,-1,-1,-1,-1
52048,A TripAdvisor Member,214675,4,5,3,-1,4,-1,4,-1
52049,A TripAdvisor Member,214675,3,4,3,-1,4,-1,4,-1
52050,lass=,214675,2,-1,2,-1,-1,-1,1,-1
52051,lass=,214675,4,-1,4,-1,-1,-1,4,-1
52052,akipoki,214675,3,4,3,4,3,4,3,3
52053,lass=,214675,1,-1,1,-1,1,-1,2,-1
52054,lass=,214675,3,-1,4,-1,5,-1,3,-1
52055,lass=,214675,4,-1,4,-1,4,-1,4,-1
52056,lass=,214675,2,-1,2,-1,-1,-1,3,-1
52057,lass=,214675,3,-1,3,-1,3,-1,2,-1
52058,lass=,214675,3,-1,4,-1,-1,-1,3,-1
52059,lass=,214675,4,-1,4,-1,-1,-1,3,-1
52060,lass=,214675,3,-1,2,-1,1,-1,4,-1
52061,lass=,214675,4,-1,3,-1,-1,-1,4,-1
52062,lass=,214675,5,-1,5,-1,-1,-1,5,-1
52063,lass=,214675,5,-1,4,-1,-1,-1,5,-1
52064,lass=,214675,5,-1,5,-1,-1,-1,4,-1
52065,lass=,214675,0,-1,-1,-1,-1,-1,-1,-1
52066,mantonandkylie,230104,2,3,2,1,2,3,3,1
52067,A TripAdvisor Member,230104,1,1,2,-1,3,-1,4,-1
52068,A TripAdvisor Member,230104,3,3,4,-1,4,-1,2,-1
52069,lass=,230104,3,-1,4,-1,3,-1,4,-1
52070,lass=,230104,3,-1,4,-1,2,-1,4,-1
52071,lass=,230104,4,-1,5,-1,5,-1,3,-1
52072,lass=,230104,4,-1,4,-1,4,-1,3,-1
52073,lass=,230104,3,-1,4,-1,3,-1,3,-1
52074,lass=,230104,4,-1,4,-1,4,-1,4,-1
52075,lass=,230104,4,-1,4,-1,5,-1,4,-1
52076,lass=,230104,5,-1,5,-1,5,-1,4,-1
52077,lass=,230104,1,-1,1,-1,1,-1,2,-1
52078,lass=,230104,4,-1,5,-1,4,-1,4,-1
52079,lass=,230104,3,-1,4,-1,2,-1,3,-1
52080,lass=,230104,1,-1,1,-1,2,-1,2,-1
52081,lass=,230104,5,-1,5,-1,5,-1,5,-1
52082,lass=,230104,3,-1,2,-1,2,-1,3,-1
52083,lass=,230104,4,-1,4,-1,4,-1,5,-1
52084,lass=,230104,1,-1,1,-1,1,-1,1,-1
52085,lass=,230104,3,-1,3,-1,4,-1,4,-1
52086,lass=,230104,3,-1,4,-1,4,-1,2,-1
52087,lass=,230104,2,-1,2,-1,2,-1,2,-1
52088,lass=,230104,4,-1,3,-1,5,-1,3,-1
52089,lass=,230104,4,-1,4,-1,3,-1,5,-1
52090,lass=,230104,3,-1,2,-1,3,-1,3,-1
52091,lass=,230104,3,-1,5,-1,5,-1,3,-1
52092,lass=,230104,3,-1,4,-1,4,-1,4,-1
52093,A TripAdvisor Member,230104,2,3,3,-1,4,-1,1,-1
52094,lass=,230104,3,-1,3,-1,2,-1,3,-1
52095,lass=,230104,5,-1,5,-1,4,-1,4,-1
52096,JBien,74583,4,4,3,5,5,5,5,-1
52097,A TripAdvisor Member,74583,3,4,3,-1,3,-1,2,-1
52098,lass=,74583,5,-1,5,-1,5,-1,5,-1
52099,kilmistr,281614,1,1,2,4,3,1,1,1
52100,A TripAdvisor Member,281614,4,5,4,-1,5,-1,5,-1
52101,A TripAdvisor Member,281614,1,-1,-1,-1,-1,-1,-1,-1
52102,A TripAdvisor Member,281614,5,5,5,-1,5,-1,4,-1
52103,A TripAdvisor Member,281614,1,1,1,-1,1,-1,1,-1
52104,A TripAdvisor Member,281614,1,3,1,-1,1,-1,1,-1
52105,A TripAdvisor Member,281614,5,5,4,-1,4,-1,4,-1
52106,A TripAdvisor Member,281614,5,5,4,-1,5,-1,5,-1
52107,A TripAdvisor Member,281614,4,5,4,-1,4,-1,5,-1
52108,A TripAdvisor Member,281614,4,-1,-1,-1,-1,-1,-1,-1
52109,FrugalTraveler50,281614,4,-1,-1,-1,-1,-1,-1,-1
52110,A TripAdvisor Member,281614,2,-1,-1,-1,-1,-1,-1,-1
52111,A TripAdvisor Member,281614,3,-1,-1,-1,-1,-1,-1,-1
52112,A TripAdvisor Member,281614,4,4,3,-1,4,-1,4,-1
52113,A TripAdvisor Member,281614,5,-1,-1,-1,-1,-1,-1,-1
52114,Ozstitcher,77944,4,3,4,2,5,3,5,1
52115,littev0ices,77944,5,5,5,5,5,5,5,4
52116,ladybug5,77944,2,2,2,4,3,3,2,-1
52117,JhonB,77944,3,4,4,3,4,4,4,2
52118,CanadianTraveller100,77944,4,5,5,3,5,5,-1,5
52119,wwills,77944,2,3,2,5,3,4,3,3
52120,HawaiianStyle808,77944,4,4,5,5,5,5,5,2
52121,fuhyong,77944,4,4,4,3,4,3,3,4
52122,travelgrrlnyc,77944,5,5,5,5,5,5,5,5
52123,bonjonsc,77944,4,4,5,5,5,4,4,3
52124,ChaunceyGardiner,77944,4,5,5,5,5,5,5,4
52125,BernieMaggie,77944,5,5,4,5,5,5,5,5
52126,ynguy,77944,5,-1,-1,-1,-1,-1,-1,-1
52127,R.ching,77944,5,5,5,4,5,5,5,4
52128,Brklynrider,77944,4,4,4,5,4,5,4,4
52129,BanaPona,77944,4,4,3,4,4,4,3,-1
52130,yrtx4e,77944,4,4,4,3,4,2,4,4
52131,JP3CHICAGO,77944,3,3,3,3,3,3,3,4
52132,Hove-UK-Traveller,77944,4,4,4,5,4,4,4,4
52133,Pullman1,77944,4,5,4,4,5,5,5,5
52134,cchambers97,77944,5,4,5,5,5,5,5,5
52135,Eric_Beylon,77944,4,5,4,4,4,5,-1,-1
52136,jpl88,77944,3,3,3,2,3,2,3,3
52137,yvr->ewr,77944,4,5,4,4,5,5,4,3
52138,LincolnNavigator,77944,5,5,5,5,5,3,3,4
52139,MrBen1,77944,4,-1,4,5,5,5,4,-1
52140,MLE642,77944,4,5,5,5,5,5,5,-1
52141,saccuch,77944,5,4,5,5,5,5,5,5
52142,bembridge,77944,3,3,3,4,5,3,3,3
52143,A TripAdvisor Member,77944,5,5,5,-1,5,-1,5,-1
52144,A TripAdvisor Member,77944,5,-1,-1,-1,-1,-1,-1,-1
52145,haji,77944,3,3,4,-1,4,-1,3,-1
52146,A TripAdvisor Member,77944,3,-1,-1,-1,-1,-1,-1,-1
52147,Greataunt,77944,5,4,5,-1,4,-1,5,-1
52148,A TripAdvisor Member,77944,4,4,3,-1,4,-1,4,-1
52149,A TripAdvisor Member,77944,5,5,4,-1,5,-1,5,-1
52150,A TripAdvisor Member,77944,4,3,4,-1,4,-1,4,-1
52151,A TripAdvisor Member,77944,5,5,5,-1,5,-1,3,-1
52152,JackSD,77944,3,4,4,-1,3,-1,4,-1
52153,A TripAdvisor Member,77944,4,4,4,-1,5,-1,4,-1
52154,A TripAdvisor Member,77944,5,4,5,-1,5,-1,5,-1
52155,TANYA66,77944,5,5,4,-1,4,-1,4,-1
52156,bigguyinpasadena,77944,2,3,3,-1,3,-1,3,-1
52157,A TripAdvisor Member,77944,4,5,5,-1,5,-1,4,-1
52158,profwho,77944,3,-1,-1,-1,-1,-1,-1,-1
52159,A TripAdvisor Member,77944,4,-1,-1,-1,-1,-1,-1,-1
52160,A TripAdvisor Member,77944,4,5,4,-1,4,-1,3,-1
52161,zonda,77944,4,-1,-1,-1,-1,-1,-1,-1
52162,moodyblue,77944,4,-1,-1,-1,-1,-1,-1,-1
52163,lass=,77944,5,-1,-1,-1,-1,-1,-1,-1
52164,occhiverdi,77944,4,4,5,4,5,5,5,4
52165,lass=,77944,5,-1,5,-1,5,-1,5,-1
52166,lass=,77944,5,-1,5,-1,5,-1,4,-1
52167,lass=,77944,4,-1,4,-1,4,-1,4,-1
52168,lass=,77944,2,-1,2,-1,1,-1,2,-1
52169,lass=,77944,4,-1,4,-1,-1,-1,4,-1
52170,islita,77944,4,5,4,4,5,5,4,4
52171,lass=,77944,4,-1,5,-1,5,-1,4,-1
52172,lass=,77944,4,-1,4,-1,4,-1,3,-1
52173,lass=,77944,3,-1,4,-1,4,-1,3,-1
52174,Andrew030,269171,3,3,3,4,4,3,4,-1
52175,TravelerSanMateo,269171,2,2,2,-1,2,-1,1,-1
52176,A TripAdvisor Member,269171,5,5,5,-1,5,-1,5,-1
52177,planet-urko,269171,4,5,3,-1,3,-1,5,-1
52178,A TripAdvisor Member,269171,5,-1,-1,-1,-1,-1,-1,-1
52179,A TripAdvisor Member,269171,5,4,4,-1,5,-1,5,-1
52180,A TripAdvisor Member,269171,3,2,4,-1,3,-1,3,-1
52181,A TripAdvisor Member,269171,5,4,5,-1,5,-1,4,-1
52182,A TripAdvisor Member,269171,2,2,2,-1,2,-1,2,-1
52183,A TripAdvisor Member,269171,5,5,4,-1,5,-1,5,-1
52184,A TripAdvisor Member,269171,4,-1,-1,-1,-1,-1,-1,-1
52185,A TripAdvisor Member,269171,2,-1,-1,-1,-1,-1,-1,-1
52186,Harrovian,269171,5,5,4,-1,4,-1,5,-1
52187,A TripAdvisor Member,269171,1,-1,-1,-1,-1,-1,-1,-1
52188,A TripAdvisor Member,269171,5,5,3,-1,3,-1,-1,-1
52189,A TripAdvisor Member,269171,3,-1,-1,-1,-1,-1,-1,-1
52190,lass=,269171,4,-1,3,-1,4,-1,5,-1
52191,lass=,269171,4,-1,4,-1,3,-1,4,-1
52192,lass=,269171,4,-1,2,-1,4,-1,5,-1
52193,lass=,269171,4,-1,4,-1,4,-1,5,-1
52194,MouMou,300319,3,3,3,3,3,2,2,3
52195,H0llyNZ,300319,4,4,5,4,5,4,5,3
52196,ccrr77fr,300319,3,4,4,4,3,2,1,4
52197,Douglas3,300319,5,5,4,5,5,3,-1,5
52198,trixiebear,300319,4,4,4,3,4,3,4,4
52199,Gweek,300319,3,3,4,5,4,2,3,3
52200,Berkshire_UK,300319,3,4,3,4,4,3,4,3
52201,ilockyer,300319,5,-1,-1,-1,-1,-1,-1,-1
52202,loopylady,300319,5,5,5,4,5,2,5,-1
52203,gmw2,300319,2,2,2,3,3,3,3,-1
52204,ALJ,300319,5,5,5,5,5,4,5,-1
52205,AWESOMEMUMMY,300319,4,-1,-1,-1,-1,-1,-1,-1
52206,TripAdvisor1,300319,3,2,4,-1,4,-1,1,-1
52207,A TripAdvisor Member,300319,5,5,5,-1,4,-1,4,-1
52208,SallyLJ,300319,5,5,4,-1,5,-1,5,-1
52209,A TripAdvisor Member,300319,4,-1,-1,-1,-1,-1,-1,-1
52210,London_bird,300319,4,4,3,-1,4,-1,3,-1
52211,lass=,300319,3,-1,-1,-1,-1,-1,-1,-1
52212,lass=,300319,4,-1,5,-1,-1,-1,4,-1
52213,lass=,300319,3,-1,4,-1,-1,-1,3,-1
52214,lass=,300319,4,-1,4,-1,-1,-1,4,-1
52215,lass=,300319,5,-1,4,-1,-1,-1,4,-1
52216,lass=,300319,5,-1,5,-1,-1,-1,4,-1
52217,lass=,300319,4,-1,3,-1,4,-1,4,-1
52218,lass=,300319,3,-1,5,-1,-1,-1,2,-1
52219,lass=,300319,0,-1,-1,-1,-1,-1,-1,-1
52220,lass=,300319,3,-1,2,-1,-1,-1,3,-1
52221,lass=,300319,3,-1,3,-1,-1,-1,3,-1
52222,lass=,300319,4,-1,3,-1,-1,-1,4,-1
52223,t-puk,302990,1,1,1,5,3,1,3,2
52224,V Traveler,302990,2,2,1,5,3,4,2,2
52225,singinggigi,302990,4,4,4,5,4,4,4,4
52226,BarcaBoys,302990,5,5,5,5,4,4,4,-1
52227,RPB88,302990,3,3,3,4,3,3,3,2
52228,kariluz,302990,4,4,4,5,5,4,5,5
52229,Happytiler,302990,3,4,2,5,4,3,3,-1
52230,voito,302990,3,5,3,5,4,5,-1,3
52231,Arncliffegirl,302990,3,4,4,5,3,5,3,-1
52232,holidayjunkieLondon,302990,3,-1,-1,-1,-1,-1,-1,-1
52233,LOLS{good/bad},302990,1,1,1,3,1,1,1,1
52234,HJDASW,302990,4,5,3,5,4,5,4,4
52235,ausmithglenn,302990,3,3,3,5,3,3,2,-1
52236,tanseaway,302990,4,5,3,5,4,4,4,5
52237,袣芯褌械薪芯泻,302990,4,5,3,5,4,5,4,3
52238,Andrew Bachmann,302990,5,4,4,5,5,5,5,4
52239,menome,302990,3,3,2,5,3,3,3,-1
52240,A TripAdvisor Member,302990,4,-1,-1,-1,-1,-1,-1,-1
52241,A TripAdvisor Member,302990,2,1,2,-1,5,-1,4,-1
52242,MarysLittleLamb,302990,4,4,3,-1,4,-1,4,-1
52243,A TripAdvisor Member,302990,2,2,2,-1,3,-1,2,-1
52244,lass=,302990,4,5,3,-1,4,-1,4,-1
52245,A TripAdvisor Member,302990,3,-1,-1,-1,-1,-1,-1,-1
52246,A TripAdvisor Member,302990,4,4,3,-1,4,-1,4,-1
52247,blubs99,302990,2,-1,-1,-1,-1,-1,-1,-1
52248,rentaquote,302990,3,3,3,-1,4,-1,4,-1
52249,A TripAdvisor Member,302990,2,3,3,-1,5,-1,2,-1
52250,A TripAdvisor Member,302990,4,4,4,-1,4,-1,4,-1
52251,A TripAdvisor Member,302990,5,4,5,-1,5,-1,5,-1
52252,gshore,302990,4,4,2,-1,4,-1,3,-1
52253,impulsetraveller,302990,2,3,3,-1,3,-1,4,-1
52254,Blossom55,302990,3,4,3,-1,4,-1,3,-1
52255,A TripAdvisor Member,302990,1,-1,-1,-1,-1,-1,-1,-1
52256,A TripAdvisor Member,302990,4,4,4,-1,5,-1,4,-1
52257,A TripAdvisor Member,302990,4,3,4,-1,4,-1,5,-1
52258,A TripAdvisor Member,302990,5,-1,-1,-1,-1,-1,-1,-1
52259,garbo,302990,4,5,4,-1,5,-1,5,-1
52260,A TripAdvisor Member,302990,2,2,1,-1,4,-1,3,-1
52261,like2travelWa,302990,2,-1,-1,-1,-1,-1,-1,-1
52262,A TripAdvisor Member,302990,4,5,4,-1,5,-1,4,-1
52263,lovetotravelhk,302990,3,-1,-1,-1,-1,-1,-1,-1
52264,honhonTBK,302990,3,4,-1,-1,-1,-1,-1,-1
52265,lass=,302990,1,-1,1,-1,-1,-1,1,-1
52266,take1ht,302990,4,-1,-1,-1,-1,-1,-1,-1
52267,lass=,302990,4,-1,4,-1,-1,-1,4,-1
52268,lass=,302990,3,-1,3,-1,-1,-1,3,-1
52269,lass=,302990,3,-1,2,-1,-1,-1,2,-1
52270,lass=,302990,4,-1,4,-1,-1,-1,5,-1
52271,tarepanda-a,302990,4,4,4,5,4,4,4,5
52272,lass=,302990,5,-1,5,-1,-1,-1,5,-1
52273,lass=,302990,4,-1,4,-1,4,-1,4,-1
52274,lass=,302990,2,-1,2,-1,2,-1,4,-1
52275,lass=,302990,4,-1,3,-1,5,-1,5,-1
52276,lass=,302990,4,-1,3,-1,4,-1,3,-1
52277,lass=,302990,3,-1,3,-1,-1,-1,4,-1
52278,lass=,302990,4,-1,4,-1,5,-1,5,-1
52279,lass=,302990,3,-1,2,-1,3,-1,3,-1
52280,lass=,302990,4,-1,4,-1,-1,-1,3,-1
52281,lass=,302990,3,-1,3,-1,4,-1,2,-1
52282,lass=,302990,5,-1,4,-1,5,-1,5,-1
52283,lass=,302990,4,-1,3,-1,-1,-1,3,-1
52284,MauroRioboo,302990,4,-1,-1,-1,-1,-1,-1,-1
52285,lass=,302990,4,-1,5,-1,5,-1,4,-1
52286,lass=,302990,5,-1,4,-1,-1,-1,5,-1
52287,lass=,302990,4,-1,3,-1,-1,-1,4,-1
52288,lass=,302990,4,-1,4,-1,4,-1,3,-1
52289,lass=,302990,4,-1,3,-1,-1,-1,5,-1
52290,lass=,302990,3,-1,2,-1,4,-1,4,-1
52291,lass=,302990,2,-1,2,-1,-1,-1,1,-1
52292,lass=,302990,3,-1,2,-1,-1,-1,4,-1
52293,lass=,302990,2,-1,2,-1,2,-1,2,-1
52294,lass=,302990,4,-1,4,-1,5,-1,4,-1
52295,lass=,302990,4,-1,3,-1,4,-1,4,-1
52296,lass=,302990,4,-1,5,-1,-1,-1,5,-1
52297,lass=,302990,0,-1,-1,-1,-1,-1,-1,-1
52298,lass=,302990,2,-1,3,-1,-1,-1,-1,-1
52299,lass=,302990,4,-1,5,-1,-1,-1,4,-1
52300,lass=,302990,5,-1,4,-1,-1,-1,4,-1
52301,lass=,302990,1,-1,2,-1,-1,-1,-1,-1
52302,GraftonTraveler24,93164,3,3,4,4,3,3,3,3
52303,pvg,93164,4,4,4,4,5,5,4,3
52304,Deontas,93164,4,4,5,4,5,2,5,4
52305,trinzeon,93164,4,4,4,5,4,5,4,4
52306,cactus_pete,93164,4,4,4,5,5,5,5,4
52307,maximus217,93164,2,2,1,5,1,2,1,2
52308,blondemommy05,93164,4,3,4,3,5,4,5,5
52309,businesstraveller2,93164,3,4,4,5,3,3,2,2
52310,Zoke2,93164,5,5,4,5,5,5,5,5
52311,Naupaka,93164,4,4,5,4,5,5,4,-1
52312,Crysha,93164,4,4,4,4,2,4,2,-1
52313,jagdog,93164,4,4,5,4,5,5,3,2
52314,rmwhitt,93164,4,-1,-1,-1,-1,-1,-1,-1
52315,alyson003,93164,3,3,2,4,4,3,-1,-1
52316,GoingEverywhere,93164,3,2,4,5,4,3,3,3
52317,compassquest,93164,2,4,3,5,3,4,3,-1
52318,curiousjayu,93164,4,4,4,5,4,2,3,3
52319,IrishFan,93164,2,3,4,3,4,4,3,-1
52320,nola_girl76,93164,5,-1,-1,-1,-1,-1,-1,-1
52321,RueStPeter718,93164,1,2,-1,-1,-1,-1,1,-1
52322,andrewphelps,93164,5,4,5,5,5,5,5,-1
52323,15may06,93164,2,1,3,3,4,1,1,1
52324,GraemeBT,93164,2,2,1,3,2,2,2,1
52325,San Antonio member,93164,2,-1,-1,-1,-1,-1,-1,-1
52326,A TripAdvisor Member,93164,3,-1,-1,-1,-1,-1,-1,-1
52327,A TripAdvisor Member,93164,3,1,3,-1,3,-1,3,-1
52328,A TripAdvisor Member,93164,3,4,4,-1,3,-1,2,-1
52329,A TripAdvisor Member,93164,4,4,4,-1,3,-1,3,-1
52330,A TripAdvisor Member,93164,5,5,5,-1,5,-1,5,-1
52331,A TripAdvisor Member,93164,5,-1,-1,-1,-1,-1,-1,-1
52332,joparke,93164,5,4,4,-1,4,-1,4,-1
52333,A TripAdvisor Member,93164,4,-1,4,-1,4,-1,4,-1
52334,TravelCubed_7,93164,5,4,3,-1,4,-1,3,-1
52335,Nicci,93164,2,3,4,-1,4,-1,2,-1
52336,CenlaTraveler,93164,4,3,4,-1,4,-1,3,-1
52337,A TripAdvisor Member,93164,5,4,4,-1,5,-1,5,-1
52338,Jemimagold,93164,2,2,4,-1,2,-1,4,-1
52339,A TripAdvisor Member,93164,1,1,1,-1,1,-1,1,-1
52340,A TripAdvisor Member,93164,4,-1,-1,-1,-1,-1,-1,-1
52341,Layover,93164,4,-1,-1,-1,-1,-1,-1,-1
52342,A TripAdvisor Member,93164,1,1,3,-1,3,-1,3,-1
52343,formerbelle,93164,1,-1,-1,-1,-1,-1,-1,-1
52344,A TripAdvisor Member,93164,2,-1,-1,-1,-1,-1,-1,-1
52345,A TripAdvisor Member,93164,1,-1,-1,-1,-1,-1,-1,-1
52346,MusicFoodTravel,203921,5,5,5,5,5,5,5,5
52347,shimmykim,203921,5,5,4,3,5,5,5,3
52348,quin-i-bog,203921,5,5,3,4,5,5,5,5
52349,LindaSeattle,203921,5,5,5,5,5,5,5,5
52350,jojobeanWashingtonDC,203921,5,5,4,5,5,5,5,5
52351,debstah,203921,5,5,5,5,5,5,5,5
52352,LoveTampa,203921,5,5,5,4,5,5,5,5
52353,dobedobedo,203921,5,4,5,4,5,5,5,4
52354,VicM,203921,5,5,5,4,5,5,5,5
52355,dedegirrl,203921,4,4,5,4,5,5,5,5
52356,tennsurfr,203921,4,4,4,2,4,5,4,2
52357,Grahamarb,203921,4,-1,-1,-1,-1,-1,-1,-1
52358,A TripAdvisor Member,203921,5,-1,-1,-1,-1,-1,-1,-1
52359,A TripAdvisor Member,203921,5,5,5,-1,5,-1,5,-1
52360,A TripAdvisor Member,203921,3,4,3,-1,4,-1,3,-1
52361,A TripAdvisor Member,203921,4,4,4,-1,5,-1,4,-1
52362,A TripAdvisor Member,203921,5,5,4,-1,5,-1,5,-1
52363,A TripAdvisor Member,203921,5,5,4,-1,4,-1,5,-1
52364,A TripAdvisor Member,203921,4,-1,-1,-1,-1,-1,-1,-1
52365,A TripAdvisor Member,203921,3,-1,-1,-1,-1,-1,-1,-1
52366,lass=,203921,5,5,5,-1,5,-1,5,-1
52367,lass=,203921,3,3,4,-1,4,-1,4,-1
52368,lass=,203921,4,4,5,-1,4,-1,5,-1
52369,lass=,203921,4,4,5,-1,5,-1,4,-1
52370,lass=,203921,3,3,4,-1,2,-1,4,-1
52371,lass=,203921,5,5,5,-1,5,-1,4,-1
52372,lass=,203921,5,5,5,-1,4,-1,4,-1
52373,lass=,203921,5,5,4,-1,4,-1,4,-1
52374,lass=,203921,4,4,3,-1,4,-1,4,-1
52375,lass=,203921,5,5,3,-1,5,-1,5,-1
52376,lass=,203921,5,5,4,-1,5,-1,4,-1
52377,lass=,203921,4,4,3,-1,5,-1,5,-1
52378,lass=,203921,5,4,5,-1,5,-1,5,-1
52379,lass=,203921,5,5,4,-1,5,-1,5,-1
52380,lass=,203921,3,3,3,-1,5,-1,3,-1
52381,Lisa73,305928,4,4,3,5,3,4,4,-1
52382,tronski,305928,4,-1,-1,-1,-1,-1,-1,-1
52383,psylocke,305928,3,3,3,1,3,5,5,-1
52384,jimbojetset,305928,4,4,4,3,4,5,3,-1
52385,neverwinter,305928,4,4,4,5,3,5,4,-1
52386,A TripAdvisor Member,305928,5,4,4,-1,4,-1,-1,-1
52387,DaveJAustralia,305928,3,4,3,-1,3,-1,3,-1
52388,A TripAdvisor Member,305928,3,3,3,-1,3,-1,4,-1
52389,A TripAdvisor Member,305928,2,-1,-1,-1,-1,-1,-1,-1
52390,A TripAdvisor Member,305928,4,5,3,-1,4,-1,4,-1
52391,A TripAdvisor Member,305928,2,4,3,-1,2,-1,4,-1
52392,gs3,305928,2,3,2,-1,4,-1,4,-1
52393,A TripAdvisor Member,305928,4,5,2,-1,3,-1,3,-1
52394,A TripAdvisor Member,305928,2,3,2,-1,1,-1,3,-1
52395,CockneyBrum,305928,4,5,3,-1,5,-1,5,-1
52396,A TripAdvisor Member,305928,2,4,4,-1,5,-1,5,-1
52397,A TripAdvisor Member,305928,4,3,3,-1,3,-1,3,-1
52398,kauai744,305928,5,5,3,-1,4,-1,4,-1
52399,lass=,305928,4,-1,4,-1,4,-1,5,-1
52400,lass=,305928,4,-1,4,-1,4,-1,4,-1
52401,lass=,305928,4,-1,3,-1,4,-1,5,-1
52402,lass=,305928,5,-1,5,-1,5,-1,5,-1
52403,lass=,305928,4,-1,3,-1,4,-1,4,-1
52404,lass=,305928,4,-1,4,-1,3,-1,4,-1
52405,lass=,305928,4,-1,3,-1,3,-1,3,-1
52406,lass=,305928,3,-1,4,-1,3,-1,3,-1
52407,lass=,305928,2,-1,2,-1,2,-1,2,-1
52408,lass=,305928,3,-1,2,-1,2,-1,3,-1
52409,lass=,305928,1,-1,3,-1,1,-1,3,-1
52410,lass=,305928,3,-1,3,-1,4,-1,3,-1
52411,berkshire_nomads,572859,4,-1,-1,-1,-1,-1,-1,-1
52412,Quinonostante,572859,4,4,4,5,5,2,5,5
52413,BobMQC,572859,4,4,4,3,5,5,4,-1
52414,sarahLancashire,572859,5,5,5,5,5,5,5,-1
52415,Laulaa,572859,5,5,5,5,5,5,5,-1
52416,toomanybeds,572859,5,4,4,5,5,5,5,5
52417,f2s,572859,5,5,5,5,5,5,5,5
52418,Voyageur510,572859,4,5,4,3,5,4,4,3
52419,Elainos,572859,5,5,5,4,5,5,5,-1
52420,Dribbs,572859,5,5,5,5,5,5,5,5
52421,gst1,572859,4,3,4,4,5,4,5,5
52422,asty,572859,5,5,5,5,5,5,5,-1
52423,RickPorgera,572859,5,5,5,3,5,5,4,5
52424,MESchlegel3,572859,4,4,4,5,4,2,2,4
52425,kareny13,572859,5,5,5,3,5,5,5,5
52426,firtreecott,572859,5,4,5,5,5,5,5,-1
52427,UncleMonty,572859,4,5,4,2,4,5,5,3
52428,Cranford217,572859,5,4,5,5,4,4,4,4
52429,stretch8674,572859,4,4,4,4,4,3,3,-1
52430,Expat_Girl25,572859,5,5,5,5,5,5,5,-1
52431,pattkark,572859,5,4,5,5,5,5,5,-1
52432,Claire_murray,572859,2,3,5,4,4,1,1,-1
52433,Manchester-England,572859,4,4,4,5,4,5,5,4
52434,gsnichol,572859,5,5,5,4,5,5,5,3
52435,redhotrobert1979,572859,5,5,5,4,4,4,4,5
52436,JBCB,572859,5,5,4,4,5,5,5,-1
52437,FatFella,572859,4,4,4,3,5,4,4,4
52438,FLIEGER67,572859,5,5,5,5,5,5,5,4
52439,trixi22,572859,5,5,5,4,5,3,3,-1
52440,A TripAdvisor Member,572859,5,5,5,-1,5,-1,4,-1
52441,A TripAdvisor Member,572859,5,4,5,-1,5,-1,5,-1
52442,A TripAdvisor Member,572859,5,5,5,-1,5,-1,5,-1
52443,A TripAdvisor Member,572859,4,-1,-1,-1,-1,-1,-1,-1
52444,sameoldg2,572859,4,2,4,-1,5,-1,3,-1
52445,A TripAdvisor Member,572859,5,5,4,-1,5,-1,5,-1
52446,A TripAdvisor Member,572859,4,3,4,-1,4,-1,3,-1
52447,Redbaytraveller,572859,5,5,5,-1,5,-1,5,-1
52448,A TripAdvisor Member,572859,2,3,2,-1,4,-1,4,-1
52449,lass=,572859,3,-1,4,-1,3,-1,1,-1
52450,lass=,572859,4,-1,5,-1,5,-1,3,-1
52451,lass=,572859,4,-1,4,-1,4,-1,5,-1
52452,lass=,572859,5,-1,5,-1,5,-1,4,-1
52453,lass=,572859,5,-1,5,-1,5,-1,5,-1
52454,lass=,572859,4,-1,5,-1,5,-1,4,-1
52455,lass=,572859,4,-1,4,-1,5,-1,4,-1
52456,lass=,572859,4,-1,4,-1,5,-1,5,-1
52457,Mungo57,225873,5,5,3,5,5,5,-1,-1
52458,agrippina1705,225873,4,5,4,5,5,4,4,-1
52459,espengc,225873,4,4,4,5,3,5,4,3
52460,Tonyeng,225873,4,4,3,5,5,3,3,5
52461,EuroReisen,225873,3,5,3,5,5,2,2,2
52462,JenC-7,225873,4,4,4,5,4,4,4,-1
52463,Pedro_snr,225873,4,-1,-1,-1,-1,-1,-1,-1
52464,kevnord,225873,4,3,5,4,4,1,2,4
52465,DNaada,225873,4,3,2,5,4,4,4,-1
52466,matthijst,225873,5,5,4,5,5,4,5,5
52467,Paisajista,225873,4,4,5,5,5,4,4,4
52468,Freischutz,225873,4,4,4,5,4,4,4,4
52469,glencora,225873,5,-1,-1,-1,-1,-1,-1,-1
52470,sunnyday12,225873,5,5,5,5,5,4,-1,5
52471,ExtraPickles,225873,4,5,4,5,5,4,4,5
52472,Nekero,225873,5,5,5,5,5,5,5,-1
52473,toela,225873,4,4,4,5,4,3,3,4
52474,TravelDealer,225873,4,4,4,4,5,2,2,4
52475,HeatherHC,225873,3,4,3,5,5,4,4,-1
